Condition,Tid,Value_Clean,Value_Noisy,Semantik,Replication
Pseudoord,1,0.0,6.968644990532889,nonsens,1
Pseudoord,2,0.0,5.297946906122648,nonsens,1
Pseudoord,3,0.0,5.672337853402232,nonsens,1
Pseudoord,4,0.0,5.607891846867842,nonsens,1
Pseudoord,5,0.0,4.536485051867881,nonsens,1
Pseudoord,6,0.0,6.296120277064576,nonsens,1
Pseudoord,7,0.0,6.261055272179889,nonsens,1
Pseudoord,8,0.0,6.005113456642461,nonsens,1
Pseudoord,9,0.0,5.765412866624853,nonsens,1
Pseudoord,10,0.0,4.584629257949586,nonsens,1
Pseudoord,11,0.0,5.579354677234641,nonsens,1
Pseudoord,12,0.0,5.65728548347323,nonsens,1
Pseudoord,13,0.0,5.197722730778381,nonsens,1
Pseudoord,14,0.0,5.838714288333991,nonsens,1
Pseudoord,15,0.0,6.404050856814538,nonsens,1
Pseudoord,16,0.0,7.88618590121053,nonsens,1
Pseudoord,17,0.0,6.174577812831839,nonsens,1
Pseudoord,18,0.0,6.2575503907227645,nonsens,1
Pseudoord,19,0.0,5.925554084233832,nonsens,1
Pseudoord,20,0.0,4.081228784700959,nonsens,1
Pseudoord,21,0.0,5.973486124550783,nonsens,1
Pseudoord,22,0.0,6.060230209941026,nonsens,1
Pseudoord,23,0.0,8.463242112485286,nonsens,1
Pseudoord,24,0.0,5.807639035218878,nonsens,1
Pseudoord,25,0.0,6.301547342333612,nonsens,1
Pseudoord,26,0.0,5.965288230294757,nonsens,1
Pseudoord,27,0.0,4.831321962380468,nonsens,1
Pseudoord,28,0.0,7.1428228145150205,nonsens,1
Pseudoord,29,0.0,6.751933032686774,nonsens,1
Sjælden,0,0.0,5.791031947043047,nonsens,1
Sjælden,1,0.0,4.090612545205261,nonsens,1
Sjælden,2,0.0,6.402794310936099,nonsens,1
Sjælden,3,0.0,3.598148937207719,nonsens,1
Sjælden,4,0.0,5.58685709380027,nonsens,1
Sjælden,5,0.0,7.190455625809978,nonsens,1
Sjælden,6,0.0,4.009463674869312,nonsens,1
Sjælden,7,0.0,4.433702270397228,nonsens,1
Sjælden,8,0.0,5.099651365087642,nonsens,1
Sjælden,9,0.0,4.496524345883801,nonsens,1
Sjælden,10,0.0,3.4493365689338673,nonsens,1
Sjælden,11,0.0,5.068562974806027,nonsens,1
Sjælden,12,0.0,3.937696286273895,nonsens,1
Sjælden,13,0.0,5.473592430635182,nonsens,1
Sjælden,14,0.0,4.080575765766197,nonsens,1
Sjælden,15,0.0,6.54993440501754,nonsens,1
Sjælden,16,0.0,4.216746707663763,nonsens,1
Sjælden,17,0.0,4.677938483794325,nonsens,1
Sjælden,18,0.0,5.81351721736967,nonsens,1
Sjælden,19,0.0,3.769135683566045,nonsens,1
Sjælden,20,0.0,5.22745993460413,nonsens,1
Sjælden,21,0.0,6.307142754282428,nonsens,1
Sjælden,22,0.0,3.3925167654387725,nonsens,1
Sjælden,23,0.0,5.184633858532305,nonsens,1
Sjælden,24,0.0,5.259882794248424,nonsens,1
Sjælden,25,0.0,5.78182287177731,nonsens,1
Sjælden,26,0.0,3.763049289121918,nonsens,1
Sjælden,27,0.0,3.6795433869157237,nonsens,1
Sjælden,28,0.0,5.521941565616897,nonsens,1
Sjælden,29,0.0,5.296984673233186,nonsens,1
Hyppig,0,0.0,4.250492850345877,nonsens,1
Hyppig,1,0.0,4.346448209496976,nonsens,1
Hyppig,2,0.0,3.3199752784215093,nonsens,1
Hyppig,3,0.0,4.232253697161004,nonsens,1
Hyppig,4,0.0,4.293072473298682,nonsens,1
Hyppig,5,0.0,3.285648581973632,nonsens,1
Hyppig,6,0.0,5.865774511144757,nonsens,1
Hyppig,7,0.0,4.4738329209117875,nonsens,1
Hyppig,8,0.0,2.8086965027973516,nonsens,1
Hyppig,9,0.0,4.65655360863383,nonsens,1
Hyppig,10,0.0,3.0253183297726784,nonsens,1
Hyppig,11,0.0,4.787084603742452,nonsens,1
Hyppig,12,0.0,5.158595579007404,nonsens,1
Hyppig,13,0.0,3.1793176816482895,nonsens,1
Hyppig,14,0.0,4.963376129244322,nonsens,1
Hyppig,15,0.0,4.412780926936498,nonsens,1
Hyppig,16,0.0,4.82206015999449,nonsens,1
Hyppig,17,0.0,5.896792982653947,nonsens,1
Hyppig,18,0.0,3.7546118839971294,nonsens,1
Hyppig,19,0.0,3.2462638356425106,nonsens,1
Hyppig,20,0.0,3.1104855703744767,nonsens,1
Hyppig,21,0.0,3.1841897150345617,nonsens,1
Hyppig,22,0.0,3.922898290585896,nonsens,1
Hyppig,23,0.0,4.341151974816644,nonsens,1
Hyppig,24,0.0,4.276690799330019,nonsens,1
Hyppig,25,0.0,4.827183249036024,nonsens,1
Hyppig,26,0.0,4.013001891877907,nonsens,1
Hyppig,27,0.0,5.453534077157316,nonsens,1
Hyppig,28,0.0,3.735343166762044,nonsens,1
Hyppig,29,0.0,6.720169166589619,nonsens,1
Pseudoord,0,6.0,6.625667347765006,meningsfuld,2
Pseudoord,1,5.613041910189707,4.755884353773424,meningsfuld,2
Pseudoord,2,5.251039914257685,4.180147416196573,meningsfuld,2
Pseudoord,3,4.912384518467891,5.394856933711076,meningsfuld,2
Pseudoord,4,4.595570030187892,4.372107244862041,meningsfuld,2
Pseudoord,5,4.299187863442736,5.013188357534828,meningsfuld,2
Pseudoord,6,4.0219202762138355,4.4951579007873805,meningsfuld,2
Pseudoord,7,3.7625345116383366,3.689705598981464,meningsfuld,2
Pseudoord,8,3.5198773170601907,2.6730835989917856,meningsfuld,2
Pseudoord,9,3.292869816564158,1.7780225918782935,meningsfuld,2
Pseudoord,10,3.080502714195552,2.6339877621285313,meningsfuld,2
Pseudoord,11,2.8818318065387967,3.738230600862269,meningsfuld,2
Pseudoord,12,2.6959737847033294,2.910067528833533,meningsfuld,2
Pseudoord,13,2.5221023070520916,1.2763635283401036,meningsfuld,2
Pseudoord,14,2.3594443252115895,2.5326252510627714,meningsfuld,2
Pseudoord,15,2.207276647028654,2.592594026757491,meningsfuld,2
Pseudoord,16,2.0649227211924743,1.1810652849913414,meningsfuld,2
Pseudoord,17,1.9317496292260556,2.0854747351715837,meningsfuld,2
Pseudoord,18,1.8071652714732127,1.8653739899192125,meningsfuld,2
Pseudoord,19,1.6906157345697501,0.547645436739127,meningsfuld,2
Pseudoord,20,1.5815828286943607,1.939370189042644,meningsfuld,2
Pseudoord,21,1.479581783649639,2.0403663100178733,meningsfuld,2
Pseudoord,22,1.3841590935297772,2.467210336705054,meningsfuld,2
Pseudoord,23,1.2948905003921385,2.3486925524270417,meningsfuld,2
Pseudoord,24,1.2113791079679324,-0.1662902599891587,meningsfuld,2
Pseudoord,25,1.133253617025371,0.1954285771102483,meningsfuld,2
Pseudoord,26,1.0601666745395804,1.5752019417482401,meningsfuld,2
Pseudoord,27,0.9917933293295191,1.505579280241728,meningsfuld,2
Pseudoord,28,0.9278295872955289,1.4428772736015767,meningsfuld,2
Pseudoord,29,0.8679910598339704,4.720722550488691,meningsfuld,2
Sjælden,0,5.0,5.570890510693167,meningsfuld,2
Sjælden,1,4.232408624453071,5.36797426463367,meningsfuld,2
Sjælden,2,3.5826565528689462,4.536658316362148,meningsfuld,2
Sjælden,3,3.032653298563167,3.6840445498689647,meningsfuld,2
Sjælden,4,2.5670855951629603,2.2518163505226148,meningsfuld,2
Sjælden,5,2.172991042535391,2.9319602630286585,meningsfuld,2
Sjælden,6,1.8393972058572117,1.0665719913196399,meningsfuld,2
Sjælden,7,1.5570161195729884,1.3201975128329795,meningsfuld,2
Sjælden,8,1.3179856905786338,0.8326221427495304,meningsfuld,2
Sjælden,9,1.115650800742149,1.1975249401284715,meningsfuld,2
Sjælden,10,0.9443780141878091,3.2590365808613178,meningsfuld,2
Sjælden,11,0.7993987303984695,-1.0678664621932785,meningsfuld,2
Sjælden,12,0.6766764161830635,1.362936606557577,meningsfuld,2
Sjælden,13,0.5727942199634386,-1.039921651226213,meningsfuld,2
Sjælden,14,0.48485983932202525,0.012927973532591785,meningsfuld,2
Sjælden,15,0.410424993119494,1.49937559008686,meningsfuld,2
Sjælden,16,0.3474172561140077,0.41169727520947047,meningsfuld,2
Sjælden,17,0.2940823582121494,-0.7836624197171567,meningsfuld,2
Sjælden,18,0.24893534183931973,-0.46636836742064847,meningsfuld,2
Sjælden,19,0.21071921754638204,0.8903169664810578,meningsfuld,2
Sjælden,20,0.178369966736262,-0.5519966649808747,meningsfuld,2
Sjælden,21,0.1509869171115925,0.36744550669356735,meningsfuld,2
Sjælden,22,0.12780766603253702,0.1733795059363508,meningsfuld,2
Sjælden,23,0.10818685359746545,-0.5434134940083516,meningsfuld,2
Sjælden,24,0.0915781944436709,2.2355222837689968,meningsfuld,2
Sjælden,25,0.07751926799504658,0.7114382903130578,meningsfuld,2
Sjælden,26,0.06561864368470484,-1.9595239429729023,meningsfuld,2
Sjælden,27,0.05554498269121153,0.24199929746063917,meningsfuld,2
Sjælden,28,0.04701781275747603,-0.6147686520109119,meningsfuld,2
Sjælden,29,0.03979971924353225,0.8922330540397562,meningsfuld,2
Hyppig,0,4.0,3.2074792615672996,meningsfuld,2
Hyppig,1,2.6812801841425573,2.566543742675658,meningsfuld,2
Hyppig,2,1.7973158564688863,2.3023031354493435,meningsfuld,2
Hyppig,3,1.2047768476488085,2.07053204181893,meningsfuld,2
Hyppig,4,0.8075860719786215,-0.3927103350771547,meningsfuld,2
Hyppig,5,0.5413411329464508,0.20683989710550243,meningsfuld,2
Hyppig,6,0.36287181315765005,-0.11207349800330613,meningsfuld,2
Hyppig,7,0.2432402505008719,-0.41008898207284,meningsfuld,2
Hyppig,8,0.16304881591346485,1.9285030561945617,meningsfuld,2
Hyppig,9,0.10929488978917024,0.5142766007501258,meningsfuld,2
Hyppig,10,0.07326255555493671,-1.1876213987801085,meningsfuld,2
Hyppig,11,0.049109359612273744,0.9669713066670498,meningsfuld,2
Hyppig,12,0.03291898819608012,2.1550751852087133,meningsfuld,2
Hyppig,13,0.022066257683043086,1.05453151823419,meningsfuld,2
Hyppig,14,0.014791454865931728,-1.5045785110880816,meningsfuld,2
Hyppig,15,0.009915008706665434,-0.4743190641595859,meningsfuld,2
Hyppig,16,0.006646229092695736,1.2735573782793184,meningsfuld,2
Hyppig,17,0.004455100591379213,-0.7032143650274015,meningsfuld,2
Hyppig,18,0.002986343233506717,0.44680577137973515,meningsfuld,2
Hyppig,19,0.0020018057337624433,0.7766358591630992,meningsfuld,2
Hyppig,20,0.0013418505116100474,-0.9255886210664729,meningsfuld,2
Hyppig,21,0.0008994692967153928,-0.058625886765084685,meningsfuld,2
Hyppig,22,0.000602932300381906,-3.2406644077686906,meningsfuld,2
Hyppig,23,0.0004041576073483737,-1.0239834837269415,meningsfuld,2
Hyppig,24,0.0002709149459634156,-0.25229723644719687,meningsfuld,2
Hyppig,25,0.00018159971904993942,-1.2476015822457995,meningsfuld,2
Hyppig,26,0.0001217299320336145,1.6325330338636688,meningsfuld,2
Hyppig,27,8.159801364468769e-05,-1.430059779946988,meningsfuld,2
Hyppig,28,5.4696784262723854e-05,-0.43998978991272103,meningsfuld,2
Hyppig,29,3.666435094499047e-05,0.13077724163703633,meningsfuld,2
Pseudoord,0,0.0,7.441273289066116,nonsens,2
Pseudoord,1,0.0,4.564137848820561,nonsens,2
Pseudoord,2,0.0,7.16316375215496,nonsens,2
Pseudoord,3,0.0,6.010233061019587,nonsens,2
Pseudoord,4,0.0,5.018491348952049,nonsens,2
Pseudoord,5,0.0,6.46210347426327,nonsens,2
Pseudoord,6,0.0,6.19905969557347,nonsens,2
Pseudoord,7,0.0,5.399783122841205,nonsens,2
Pseudoord,8,0.0,6.069802084990019,nonsens,2
Pseudoord,9,0.0,5.61468640313824,nonsens,2
Pseudoord,10,0.0,6.113517345251248,nonsens,2
Pseudoord,11,0.0,6.6621306745210465,nonsens,2
Pseudoord,12,0.0,7.586016816145352,nonsens,2
Pseudoord,13,0.0,4.7621845011731505,nonsens,2
Pseudoord,14,0.0,8.133033374656266,nonsens,2
Pseudoord,15,0.0,4.047912200477498,nonsens,2
Pseudoord,16,0.0,5.848214904964417,nonsens,2
Pseudoord,17,0.0,6.588317206484577,nonsens,2
Pseudoord,18,0.0,6.2809918677350325,nonsens,2
Pseudoord,19,0.0,5.377300480179406,nonsens,2
Pseudoord,20,0.0,5.791877749642725,nonsens,2
Pseudoord,21,0.0,5.506999065341168,nonsens,2
Pseudoord,22,0.0,5.410635243055788,nonsens,2
Pseudoord,23,0.0,6.849602097021025,nonsens,2
Pseudoord,24,0.0,6.357015485965047,nonsens,2
Pseudoord,25,0.0,5.307090404739346,nonsens,2
Pseudoord,26,0.0,6.899599875433251,nonsens,2
Pseudoord,27,0.0,6.307299520876609,nonsens,2
Pseudoord,28,0.0,6.81286211883896,nonsens,2
Pseudoord,29,0.0,6.629628841923612,nonsens,2
Sjælden,0,0.0,4.171004989077928,nonsens,2
Sjælden,1,0.0,4.439818959803031,nonsens,2
Sjælden,2,0.0,5.747293605123262,nonsens,2
Sjælden,3,0.0,5.610370265433465,nonsens,2
Sjælden,4,0.0,4.979098406035852,nonsens,2
Sjælden,5,0.0,5.117327383308782,nonsens,2
Sjælden,6,0.0,6.2776648957884245,nonsens,2
Sjælden,7,0.0,4.40842861116417,nonsens,2
Sjælden,8,0.0,5.547097381170038,nonsens,2
Sjælden,9,0.0,4.797807347566106,nonsens,2
Sjælden,10,0.0,4.782318796772779,nonsens,2
Sjælden,11,0.0,6.09877685198719,nonsens,2
Sjælden,12,0.0,5.82541634898803,nonsens,2
Sjælden,13,0.0,5.813509636000639,nonsens,2
Sjælden,14,0.0,6.305478807154329,nonsens,2
Sjælden,15,0.0,5.021003841632759,nonsens,2
Sjælden,16,0.0,5.6819529712949635,nonsens,2
Sjælden,17,0.0,4.689733243406544,nonsens,2
Sjælden,18,0.0,5.324166352488442,nonsens,2
Sjælden,19,0.0,4.869856945632315,nonsens,2
Sjælden,20,0.0,5.096995964992718,nonsens,2
Sjælden,21,0.0,5.595157025436913,nonsens,2
Sjælden,22,0.0,4.181779316766527,nonsens,2
Sjælden,23,0.0,7.092387275685461,nonsens,2
Sjælden,24,0.0,3.993982618500298,nonsens,2
Sjælden,25,0.0,3.785811387212268,nonsens,2
Sjælden,26,0.0,6.158110873500068,nonsens,2
Sjælden,27,0.0,5.791662693962936,nonsens,2
Sjælden,28,0.0,5.624119817052155,nonsens,2
Sjælden,29,0.0,5.62834550926428,nonsens,2
Hyppig,0,0.0,3.9877532271530853,nonsens,2
Hyppig,1,0.0,3.1027456285141684,nonsens,2
Hyppig,2,0.0,4.075804558193727,nonsens,2
Hyppig,3,0.0,3.322838288487888,nonsens,2
Hyppig,4,0.0,4.975119733417751,nonsens,2
Hyppig,5,0.0,3.8529426184978615,nonsens,2
Hyppig,6,0.0,3.1745028032074885,nonsens,2
Hyppig,7,0.0,3.6786141583470067,nonsens,2
Hyppig,8,0.0,4.412931454275625,nonsens,2
Hyppig,9,0.0,3.4362754471960253,nonsens,2
Hyppig,10,0.0,3.1777796044335687,nonsens,2
Hyppig,11,0.0,4.243687211491912,nonsens,2
Hyppig,12,0.0,4.244966571108723,nonsens,2
Hyppig,13,0.0,3.4930568246288702,nonsens,2
Hyppig,14,0.0,3.5289616943816773,nonsens,2
Hyppig,15,0.0,4.232049937357636,nonsens,2
Hyppig,16,0.0,2.5519156585026757,nonsens,2
Hyppig,17,0.0,2.5925362256234448,nonsens,2
Hyppig,18,0.0,3.281555778747564,nonsens,2
Hyppig,19,0.0,3.786552848288153,nonsens,2
Hyppig,20,0.0,4.310907565598004,nonsens,2
Hyppig,21,0.0,5.475356216949552,nonsens,2
Hyppig,22,0.0,4.85765962320202,nonsens,2
Hyppig,23,0.0,3.8400614700365727,nonsens,2
Hyppig,24,0.0,3.980983792097311,nonsens,2
Hyppig,25,0.0,2.997470635362191,nonsens,2
Hyppig,26,0.0,3.98148686400761,nonsens,2
Hyppig,27,0.0,3.7113413610798616,nonsens,2
Hyppig,28,0.0,4.32271856033809,nonsens,2
Hyppig,29,0.0,3.172769056447677,nonsens,2
Pseudoord,0,6.0,6.519346514241172,meningsfuld,3
Pseudoord,1,5.613041910189707,7.145780823192284,meningsfuld,3
Pseudoord,2,5.251039914257685,5.1422797658008275,meningsfuld,3
Pseudoord,3,4.912384518467891,5.314096240566832,meningsfuld,3
Pseudoord,4,4.595570030187892,5.285714021899004,meningsfuld,3
Pseudoord,5,4.299187863442736,3.8979673915568998,meningsfuld,3
Pseudoord,6,4.0219202762138355,4.246012758024253,meningsfuld,3
Pseudoord,7,3.7625345116383366,3.7751269124201317,meningsfuld,3
Pseudoord,8,3.5198773170601907,3.6175534156090223,meningsfuld,3
Pseudoord,9,3.292869816564158,2.5198600327086917,meningsfuld,3
Pseudoord,10,3.080502714195552,3.1050128884544947,meningsfuld,3
Pseudoord,11,2.8818318065387967,3.3798300977842466,meningsfuld,3
Pseudoord,12,2.6959737847033294,4.147117392498371,meningsfuld,3
Pseudoord,13,2.5221023070520916,3.4813731331372986,meningsfuld,3
Pseudoord,14,2.3594443252115895,4.512626782723146,meningsfuld,3
Pseudoord,15,2.207276647028654,1.4399290841406045,meningsfuld,3
Pseudoord,16,2.0649227211924743,2.9372433579131525,meningsfuld,3
Pseudoord,17,1.9317496292260556,2.1150916349644073,meningsfuld,3
Pseudoord,18,1.8071652714732127,3.996968204690885,meningsfuld,3
Pseudoord,19,1.6906157345697501,0.8823174492145986,meningsfuld,3
Pseudoord,20,1.5815828286943607,0.7418609865135847,meningsfuld,3
Pseudoord,21,1.479581783649639,0.8801891382056168,meningsfuld,3
Pseudoord,22,1.3841590935297772,-0.7397366307800297,meningsfuld,3
Pseudoord,23,1.2948905003921385,0.7691354787113774,meningsfuld,3
Pseudoord,24,1.2113791079679324,0.4522464464142344,meningsfuld,3
Pseudoord,25,1.133253617025371,1.2836474035015788,meningsfuld,3
Pseudoord,26,1.0601666745395804,1.40192265031674,meningsfuld,3
Pseudoord,27,0.9917933293295191,2.8679641685454054,meningsfuld,3
Pseudoord,28,0.9278295872955289,1.8782534254815793,meningsfuld,3
Pseudoord,29,0.8679910598339704,0.2910874041715673,meningsfuld,3
Sjælden,0,5.0,4.101585328651642,meningsfuld,3
Sjælden,1,4.232408624453071,4.724327795959577,meningsfuld,3
Sjælden,2,3.5826565528689462,2.262423345848304,meningsfuld,3
Sjælden,3,3.032653298563167,4.864112064417521,meningsfuld,3
Sjælden,4,2.5670855951629603,3.746525715884247,meningsfuld,3
Sjælden,5,2.172991042535391,1.703815390430686,meningsfuld,3
Sjælden,6,1.8393972058572117,0.12626267676633418,meningsfuld,3
Sjælden,7,1.5570161195729884,2.910888493738401,meningsfuld,3
Sjælden,8,1.3179856905786338,1.203445845326016,meningsfuld,3
Sjælden,9,1.115650800742149,2.353467112715611,meningsfuld,3
Sjælden,10,0.9443780141878091,-0.650049644606558,meningsfuld,3
Sjælden,11,0.7993987303984695,0.20002370744469666,meningsfuld,3
Sjælden,12,0.6766764161830635,0.6819201159012467,meningsfuld,3
Sjælden,13,0.5727942199634386,0.6197748137281807,meningsfuld,3
Sjælden,14,0.48485983932202525,0.034794367842781615,meningsfuld,3
Sjælden,15,0.410424993119494,1.0332749254669928,meningsfuld,3
Sjælden,16,0.3474172561140077,-0.7202031732685867,meningsfuld,3
Sjælden,17,0.2940823582121494,0.1517028731908559,meningsfuld,3
Sjælden,18,0.24893534183931973,0.3692309735512186,meningsfuld,3
Sjælden,19,0.21071921754638204,0.725158051605131,meningsfuld,3
Sjælden,20,0.178369966736262,0.8899848448251517,meningsfuld,3
Sjælden,21,0.1509869171115925,-0.9736551747262767,meningsfuld,3
Sjælden,22,0.12780766603253702,-1.4063065047030854,meningsfuld,3
Sjælden,23,0.10818685359746545,1.3858636754959746,meningsfuld,3
Sjælden,24,0.0915781944436709,0.42389220642326253,meningsfuld,3
Sjælden,25,0.07751926799504658,-0.670967268561507,meningsfuld,3
Sjælden,26,0.06561864368470484,1.6167706192072278,meningsfuld,3
Sjælden,27,0.05554498269121153,0.1712196169840702,meningsfuld,3
Sjælden,28,0.04701781275747603,1.2263149968213025,meningsfuld,3
Sjælden,29,0.03979971924353225,0.1073182006536412,meningsfuld,3
Hyppig,0,4.0,6.060747924881987,meningsfuld,3
Hyppig,1,2.6812801841425573,4.436621026585762,meningsfuld,3
Hyppig,2,1.7973158564688863,1.5483517079898128,meningsfuld,3
Hyppig,3,1.2047768476488085,2.176347798603164,meningsfuld,3
Hyppig,4,0.8075860719786215,1.452962021563769,meningsfuld,3
Hyppig,5,0.5413411329464508,1.9099726904787995,meningsfuld,3
Hyppig,6,0.36287181315765005,-0.6020516474224544,meningsfuld,3
Hyppig,7,0.2432402505008719,0.9292917104993113,meningsfuld,3
Hyppig,8,0.16304881591346485,1.2214733027630527,meningsfuld,3
Hyppig,9,0.10929488978917024,-1.649444596633944,meningsfuld,3
Hyppig,10,0.07326255555493671,-1.1099959571108384,meningsfuld,3
Hyppig,11,0.049109359612273744,-1.9901228181478268,meningsfuld,3
Hyppig,12,0.03291898819608012,-0.23648784624847763,meningsfuld,3
Hyppig,13,0.022066257683043086,0.7396085134790054,meningsfuld,3
Hyppig,14,0.014791454865931728,1.51714850696196,meningsfuld,3
Hyppig,15,0.009915008706665434,0.08400978912644062,meningsfuld,3
